,filenames,labels
5150,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/AIDS-35.jpg,Herpes HPV and other STDs Photos
5151,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/AIDS-37.jpg,Herpes HPV and other STDs Photos
5152,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-89.jpg,Herpes HPV and other STDs Photos
5153,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-90.jpg,Herpes HPV and other STDs Photos
5154,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-49.jpg,Herpes HPV and other STDs Photos
5155,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-recurrent-26.jpg,Herpes HPV and other STDs Photos
5156,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-primary-42.jpg,Herpes HPV and other STDs Photos
5157,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-114.jpg,Herpes HPV and other STDs Photos
5158,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-primary-21.jpg,Herpes HPV and other STDs Photos
5159,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-75.jpg,Herpes HPV and other STDs Photos
5160,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-recurrent-14.jpg,Herpes HPV and other STDs Photos
5161,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-recurrent-21.jpg,Herpes HPV and other STDs Photos
5162,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-87.jpg,Herpes HPV and other STDs Photos
5163,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-primary-30.jpg,Herpes HPV and other STDs Photos
5164,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-46.jpg,Herpes HPV and other STDs Photos
5165,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-primary-16.jpg,Herpes HPV and other STDs Photos
5166,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-primary-39.jpg,Herpes HPV and other STDs Photos
5167,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-primary-11.jpg,Herpes HPV and other STDs Photos
5168,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-19.jpg,Herpes HPV and other STDs Photos
5169,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-primary-41.jpg,Herpes HPV and other STDs Photos
5170,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-primary-52.jpg,Herpes HPV and other STDs Photos
5171,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-primary-34.jpg,Herpes HPV and other STDs Photos
5172,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-recurrent-23.jpg,Herpes HPV and other STDs Photos
5173,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-91.jpg,Herpes HPV and other STDs Photos
5174,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-67.jpg,Herpes HPV and other STDs Photos
5175,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-primary-13.jpg,Herpes HPV and other STDs Photos
5176,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-28.jpg,Herpes HPV and other STDs Photos
5177,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-primary-7.jpg,Herpes HPV and other STDs Photos
5178,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-125.jpg,Herpes HPV and other STDs Photos
5179,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-107.jpg,Herpes HPV and other STDs Photos
5180,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-34.jpg,Herpes HPV and other STDs Photos
5181,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-33.jpg,Herpes HPV and other STDs Photos
5182,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-45.jpg,Herpes HPV and other STDs Photos
5183,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-52.jpg,Herpes HPV and other STDs Photos
5184,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-recurrent-37.jpg,Herpes HPV and other STDs Photos
5185,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-94.jpg,Herpes HPV and other STDs Photos
5186,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-36.jpg,Herpes HPV and other STDs Photos
5187,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-16.jpg,Herpes HPV and other STDs Photos
5188,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-81.jpg,Herpes HPV and other STDs Photos
5189,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-118.jpg,Herpes HPV and other STDs Photos
5190,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-primary-54.jpg,Herpes HPV and other STDs Photos
5191,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-primary-44.jpg,Herpes HPV and other STDs Photos
5192,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/gonorrhea-13.jpg,Herpes HPV and other STDs Photos
5193,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-primary-56.jpg,Herpes HPV and other STDs Photos
5194,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-131.jpg,Herpes HPV and other STDs Photos
5195,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-15.jpg,Herpes HPV and other STDs Photos
5196,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/gonorrhea-7.jpg,Herpes HPV and other STDs Photos
5197,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-123.jpg,Herpes HPV and other STDs Photos
5198,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-99.jpg,Herpes HPV and other STDs Photos
5199,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-recurrent-12.jpg,Herpes HPV and other STDs Photos
5200,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-58.jpg,Herpes HPV and other STDs Photos
5201,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-113.jpg,Herpes HPV and other STDs Photos
5202,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-recurrent-25.jpg,Herpes HPV and other STDs Photos
5203,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-recurrent-24.jpg,Herpes HPV and other STDs Photos
5204,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-primary-17.jpg,Herpes HPV and other STDs Photos
5205,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-48.jpg,Herpes HPV and other STDs Photos
5206,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-7.jpg,Herpes HPV and other STDs Photos
5207,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-primary-24.jpg,Herpes HPV and other STDs Photos
5208,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/granuloma-inguinale-1.jpg,Herpes HPV and other STDs Photos
5209,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/gonorrhea-2.jpg,Herpes HPV and other STDs Photos
5210,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-recurrent-34.jpg,Herpes HPV and other STDs Photos
5211,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-primary-1.jpg,Herpes HPV and other STDs Photos
5212,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-primary-14.jpg,Herpes HPV and other STDs Photos
5213,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-108.jpg,Herpes HPV and other STDs Photos
5214,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-98.jpg,Herpes HPV and other STDs Photos
5215,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-recurrent-19.jpg,Herpes HPV and other STDs Photos
5216,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-68.jpg,Herpes HPV and other STDs Photos
5217,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-115.jpg,Herpes HPV and other STDs Photos
5218,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-39.jpg,Herpes HPV and other STDs Photos
5219,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-82.jpg,Herpes HPV and other STDs Photos
5220,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-primary-46.jpg,Herpes HPV and other STDs Photos
5221,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/gonorrhea-4.jpg,Herpes HPV and other STDs Photos
5222,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-62.jpg,Herpes HPV and other STDs Photos
5223,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-recurrent-22.jpg,Herpes HPV and other STDs Photos
5224,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-recurrent-16.jpg,Herpes HPV and other STDs Photos
5225,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-31.jpg,Herpes HPV and other STDs Photos
5226,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/gonorrhea-11.jpg,Herpes HPV and other STDs Photos
5227,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-recurrent-27.jpg,Herpes HPV and other STDs Photos
5228,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-85.jpg,Herpes HPV and other STDs Photos
5229,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-103.jpg,Herpes HPV and other STDs Photos
5230,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-69.jpg,Herpes HPV and other STDs Photos
5231,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/gonorrhea-1.jpg,Herpes HPV and other STDs Photos
5232,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-primary-36.jpg,Herpes HPV and other STDs Photos
5233,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-43.jpg,Herpes HPV and other STDs Photos
5234,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-primary-50.jpg,Herpes HPV and other STDs Photos
5235,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-primary-23.jpg,Herpes HPV and other STDs Photos
5236,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-recurrent-35.jpg,Herpes HPV and other STDs Photos
5237,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-recurrent-28.jpg,Herpes HPV and other STDs Photos
5238,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-130.jpg,Herpes HPV and other STDs Photos
5239,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-88.jpg,Herpes HPV and other STDs Photos
5240,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-primary-9.jpg,Herpes HPV and other STDs Photos
5241,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-recurrent-15.jpg,Herpes HPV and other STDs Photos
5242,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-primary-8.jpg,Herpes HPV and other STDs Photos
5243,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-recurrent-33.jpg,Herpes HPV and other STDs Photos
5244,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-47.jpg,Herpes HPV and other STDs Photos
5245,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-primary-38.jpg,Herpes HPV and other STDs Photos
5246,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-primary-26.jpg,Herpes HPV and other STDs Photos
5247,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-primary-55.jpg,Herpes HPV and other STDs Photos
5248,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-17.jpg,Herpes HPV and other STDs Photos
5249,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-124.jpg,Herpes HPV and other STDs Photos
5250,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-40.jpg,Herpes HPV and other STDs Photos
5251,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-102.jpg,Herpes HPV and other STDs Photos
5252,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-41.jpg,Herpes HPV and other STDs Photos
5253,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-primary-20.jpg,Herpes HPV and other STDs Photos
5254,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-4.jpg,Herpes HPV and other STDs Photos
5255,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-134.jpg,Herpes HPV and other STDs Photos
5256,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/gonorrhea-8.jpg,Herpes HPV and other STDs Photos
5257,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-primary-43.jpg,Herpes HPV and other STDs Photos
5258,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-primary-35.jpg,Herpes HPV and other STDs Photos
5259,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-primary-33.jpg,Herpes HPV and other STDs Photos
5260,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-24.jpg,Herpes HPV and other STDs Photos
5261,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-42.jpg,Herpes HPV and other STDs Photos
5262,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-96.jpg,Herpes HPV and other STDs Photos
5263,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-61.jpg,Herpes HPV and other STDs Photos
5264,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-72.jpg,Herpes HPV and other STDs Photos
5265,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-12.jpg,Herpes HPV and other STDs Photos
5266,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-primary-53.jpg,Herpes HPV and other STDs Photos
5267,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-primary-18.jpg,Herpes HPV and other STDs Photos
5268,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-2.jpg,Herpes HPV and other STDs Photos
5269,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-primary-57.jpg,Herpes HPV and other STDs Photos
5270,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-51.jpg,Herpes HPV and other STDs Photos
5271,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-herpes-simplex-8.jpg,Herpes HPV and other STDs Photos
5272,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-primary-10.jpg,Herpes HPV and other STDs Photos
5273,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-83.jpg,Herpes HPV and other STDs Photos
5274,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-recurrent-39.jpg,Herpes HPV and other STDs Photos
5275,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-117.jpg,Herpes HPV and other STDs Photos
5276,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-60.jpg,Herpes HPV and other STDs Photos
5277,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-65.jpg,Herpes HPV and other STDs Photos
5278,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-recurrent-31.jpg,Herpes HPV and other STDs Photos
5279,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-primary-28.jpg,Herpes HPV and other STDs Photos
5280,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-95.jpg,Herpes HPV and other STDs Photos
5281,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-recurrent-29.jpg,Herpes HPV and other STDs Photos
5282,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-59.jpg,Herpes HPV and other STDs Photos
5283,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-3.jpg,Herpes HPV and other STDs Photos
5284,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-104.jpg,Herpes HPV and other STDs Photos
5285,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-127.jpg,Herpes HPV and other STDs Photos
5286,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-78.jpg,Herpes HPV and other STDs Photos
5287,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-recurrent-13.jpg,Herpes HPV and other STDs Photos
5288,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-54.jpg,Herpes HPV and other STDs Photos
5289,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-recurrent-1.jpg,Herpes HPV and other STDs Photos
5290,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-recurrent-30.jpg,Herpes HPV and other STDs Photos
5291,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-primary-51.jpg,Herpes HPV and other STDs Photos
5292,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-32.jpg,Herpes HPV and other STDs Photos
5293,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-70.jpg,Herpes HPV and other STDs Photos
5294,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-35.jpg,Herpes HPV and other STDs Photos
5295,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-recurrent-17.jpg,Herpes HPV and other STDs Photos
5296,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-primary-40.jpg,Herpes HPV and other STDs Photos
5297,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-14.jpg,Herpes HPV and other STDs Photos
5298,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-primary-49.jpg,Herpes HPV and other STDs Photos
5299,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-8.jpg,Herpes HPV and other STDs Photos
5300,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-9.jpg,Herpes HPV and other STDs Photos
5301,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-55.jpg,Herpes HPV and other STDs Photos
5302,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-110.jpg,Herpes HPV and other STDs Photos
5303,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-64.jpg,Herpes HPV and other STDs Photos
5304,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-18.jpg,Herpes HPV and other STDs Photos
5305,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-recurrent-11.jpg,Herpes HPV and other STDs Photos
5306,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-5.jpg,Herpes HPV and other STDs Photos
5307,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-11.jpg,Herpes HPV and other STDs Photos
5308,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-74.jpg,Herpes HPV and other STDs Photos
5309,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-ulcers-1.jpg,Herpes HPV and other STDs Photos
5310,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-121.jpg,Herpes HPV and other STDs Photos
5311,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-86.jpg,Herpes HPV and other STDs Photos
5312,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-100.jpg,Herpes HPV and other STDs Photos
5313,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-22.jpg,Herpes HPV and other STDs Photos
5314,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-111.jpg,Herpes HPV and other STDs Photos
5315,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-44.jpg,Herpes HPV and other STDs Photos
5316,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-13.jpg,Herpes HPV and other STDs Photos
5317,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-primary-29.jpg,Herpes HPV and other STDs Photos
5318,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-76.jpg,Herpes HPV and other STDs Photos
5319,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-116.jpg,Herpes HPV and other STDs Photos
5320,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-26.jpg,Herpes HPV and other STDs Photos
5321,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-recurrent-2.jpg,Herpes HPV and other STDs Photos
5322,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-recurrent-3.jpg,Herpes HPV and other STDs Photos
5323,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-primary-47.jpg,Herpes HPV and other STDs Photos
5324,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-132.jpg,Herpes HPV and other STDs Photos
5325,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-primary-37.jpg,Herpes HPV and other STDs Photos
5326,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/gonorrhea-3.jpg,Herpes HPV and other STDs Photos
5327,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-53.jpg,Herpes HPV and other STDs Photos
5328,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/herpes-type-2-primary-32.jpg,Herpes HPV and other STDs Photos
5329,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-herpes-simplex-9.jpg,Herpes HPV and other STDs Photos
5330,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-71.jpg,Herpes HPV and other STDs Photos
5331,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-63.jpg,Herpes HPV and other STDs Photos
5332,/content/drive/MyDrive/SkinDiseaseClassifier/train/Herpes HPV and other STDs Photos/genital-warts-105.jpg,Herpes HPV and other STDs Photos
